x,y,z
10809.01457,100808.269,234.899006
10810.41629,100807.5919,230.147512
10811.82028,100806.9118,225.397106
10813.01349,100806.3325,221.366766
10773.38013,100823.1092,353.700767
10775.18346,100822.3256,349.095015
10776.96096,100821.5395,344.479662
10778.71258,100820.7509,339.854851
10780.43827,100819.9598,335.220722
10782.14234,100819.1678,330.57875
10783.85013,100818.3839,325.936783
10785.56575,100817.6094,321.296105
10787.28917,100816.8445,316.656745
10789.02038,100816.089,312.018732
10790.75875,100815.3405,307.382256
10792.50065,100814.585,302.748267
10794.24553,100813.8201,298.116928
10795.99338,100813.0458,293.488258
10797.74419,100812.2623,288.862276
10799.49668,100811.4688,284.238616
10801.24389,100810.6625,279.615196
10802.98477,100809.8427,274.991736
10804.71929,100809.0096,270.368278
10815.54871,100803.5877,240.946676
10816.98589,100802.8598,236.95934
10773.64258,100823.0339,353.878615
10775.78615,100822.1197,349.424082
10777.9075,100821.2294,344.954075
10780.00651,100820.3633,340.468825
10782.08308,100819.5212,335.968565
10784.13992,100818.7003,331.455344
10786.19212,100817.8843,326.939101
10788.24194,100817.071,322.421308
10790.28938,100816.2603,317.901969
10792.33445,100815.4523,313.381086
10794.37863,100814.6459,308.85949
10796.42922,100813.8372,304.341219
10798.48719,100813.0256,299.826824
10800.55252,100812.2111,295.316318
10802.62521,100811.3937,290.809715
10804.70849,100810.5721,286.308758
10806.8165,100809.7408,281.821135
10773.87908,100822.9662,354.14291
10776.50118,100821.9116,350.018295
10779.10846,100820.8745,345.879899
10781.70085,100819.8548,341.727839
10784.27828,100818.8525,337.562234
10786.84237,100817.864,333.385104
10789.40325,100816.8675,329.207941
10791.96261,100815.8591,325.032676
10794.52043,100814.8389,320.859332
10797.07669,100813.8069,316.687934
10799.6326,100812.7643,312.51898
10802.19537,100811.7172,308.355341
10804.76621,100810.6669,304.197509
10807.08066,100809.7213,300.470399
10774.35923,100822.8455,354.890707
10777.75923,100821.5388,351.465429
10781.15141,100820.2352,348.03126
10784.53575,100818.9345,344.588223
10787.91222,100817.6368,341.136336
10791.28208,100816.3417,337.677038
10794.65293,100815.0462,334.218842
10798.02602,100813.7499,330.763169
10801.40137,100812.4527,327.310019
10804.77897,100811.1546,323.859394
10808.16106,100809.8548,320.413828
10810.65879,100808.8949,317.893338
10817.89064,100806.1155,310.72522
10774.73143,100822.6877,355.803588
10778.88197,100821.0744,353.403658
10783.03285,100819.476,350.994279
10787.184,100817.8927,348.575482
10791.33539,100816.3244,346.147295
10795.48505,100814.7636,343.711402
10799.6238,100813.1736,341.275803
10803.75023,100811.5497,338.841658
10807.86414,100809.892,336.40909
10811.96532,100808.2007,333.978222
10816.05704,100806.4807,331.551494
10820.15265,100804.7514,329.137977
10824.25346,100803.0147,326.738601
10777.20492,100843.1583,354.666656
10778.85619,100842.4935,349.994261
10780.49598,100841.8534,345.314383
10782.12423,100841.238,340.627169
10783.74091,100840.6473,335.93277
10785.34719,100840.0782,331.232129
10786.95049,100839.5123,326.530094
10788.55204,100838.9463,321.827467
10790.15185,100838.3803,317.124246
10791.74992,100837.8144,312.420434
10793.34667,100837.2484,307.716178
10794.94473,100836.6824,303.012365
10796.54454,100836.1164,298.309145
10798.14609,100835.5504,293.606517
10799.74939,100834.9845,288.904483
10801.35417,100834.4172,284.203111
10802.95878,100833.8406,279.502822
10804.56297,100833.2533,274.803705
10806.16672,100832.6554,270.105782
10807.77002,100832.0468,265.409074
10809.37302,100831.4281,260.713596
10810.9767,100830.8021,256.019312
10812.58121,100830.1692,251.326224
10814.18654,100829.5296,246.634342
10815.79269,100828.8831,241.943674
10817.40031,100828.2304,237.254379
10819.01335,100827.5747,232.567362
10820.61379,100826.924,227.936639
10781.5597,100863.1398,354.373392
10783.21615,100862.4448,349.707258
10784.83868,100861.7834,345.024332
10786.4271,100861.1558,340.325096
10787.98127,100860.5621,335.610032
10789.50446,100859.9969,330.881355
10791.01728,100859.4282,326.149757
10792.52317,100858.8509,321.417009
10794.02212,100858.2647,316.683137
10795.51412,100857.6697,311.948164
10796.99917,100857.0672,307.211966
10798.47725,100856.464,302.473679
10799.94838,100855.8612,297.733167
10801.41253,100855.2589,292.99044
10802.86972,100854.657,288.245508
10804.32132,100854.0558,283.498792
10805.77565,100853.4557,278.752759
10807.23409,100852.8569,274.007824
10808.69664,100852.2594,269.263991
10810.16329,100851.6632,264.521263
10811.5453,100851.1038,260.064003
10815.67255,100849.4344,246.758074
10817.14331,100848.8395,242.016456
10818.61405,100848.2446,237.274821
10820.08428,100847.6517,232.532788
10821.47887,100847.0915,228.032086
10781.88559,100863.0998,355.034854
10783.83376,100862.3151,350.497361
10785.76801,100861.5514,345.950346
10787.68827,100860.8086,341.39394
10789.59448,100860.0868,336.828274
10791.48733,100859.3808,332.254584
10793.37112,100858.6591,327.679604
10795.24653,100857.9165,323.104531
10797.11352,100857.1529,318.529458
10798.97207,100856.3685,313.954477
10800.82327,100855.565,309.379826
10802.67395,100854.7532,304.806426
10804.52526,100853.935,300.234433
10806.3772,100853.1103,295.663853
10808.22976,100852.2791,291.094696
10810.08287,100851.4409,286.52705
10811.93616,100850.5922,281.96142
10813.78956,100849.7324,277.397908
10815.32611,100849.0112,273.61638
10817.14521,100848.1477,269.141592
10818.99956,100847.2568,264.584435
10820.86494,100846.3554,260.033844
10822.74474,100845.4438,255.491239
10824.43785,100844.6199,251.436061
10782.11137,100863.0048,354.642762
10784.50599,100862.0188,350.318715
10786.87987,100861.0384,345.981961
10789.23295,100860.0636,341.632607
10791.56516,100859.0946,337.270761
10793.87967,100858.1297,332.89858
10796.19298,100857.1607,328.526663
10798.50739,100856.1864,324.156509
10800.82293,100855.2068,319.788124
10803.13957,100854.222,315.421512
10805.45629,100853.2303,311.056513
10807.76849,100852.2242,306.692407
10810.07561,100851.2028,302.329148
10812.37762,100850.1662,297.966782
10814.6745,100849.1144,293.605354
10816.96908,100848.0538,289.244852
10819.27232,100847.0089,284.885127
10821.58526,100845.9821,280.526231
10823.90785,100844.9734,276.168236
10826.24006,100843.9829,271.811214
10828.58321,100843.008,267.456544
10782.41694,100862.9264,355.531803
10785.25483,100861.7923,351.574516
10788.09804,100860.6756,347.616111
10790.94655,100859.5762,343.65664
10793.8003,100858.4942,339.696155
10796.65877,100857.4285,335.734689
10799.51901,100856.3714,331.772158
10802.38051,100855.3218,327.808555
10805.24326,100854.2796,323.843888
10808.10727,100853.245,319.878167
10810.97218,100852.2154,315.91179
10813.83599,100851.1762,311.947107
10816.69836,100850.1251,307.98453
10819.55927,100849.0621,304.024082
10822.41869,100847.9871,300.065789
10825.27665,100846.8998,296.109789
10828.13337,100845.7984,292.156816
10830.98888,100844.6825,288.207021
10833.84313,100843.5522,284.260438
10836.6961,100842.4073,280.317103
10838.5637,100841.65,277.736873
10782.67867,100862.8088,356.081155
10786.03336,100861.4368,352.636817
10789.09678,100860.1945,349.480592
10811.69992,100851.2041,326.152944
10815.08051,100849.8517,322.726211
10818.46535,100848.4872,319.308447
10821.85197,100847.1082,315.898304
10825.24035,100845.7146,312.49582
10828.63043,100844.3066,309.101031
10832.02229,100842.8842,305.71399
10835.42093,100841.4576,302.335499
10838.82917,100840.0327,298.966019
10842.24698,100838.6093,295.605575
10845.46055,100837.2761,292.462716
10785.29992,100883.248,354.697453
10786.59996,100882.7423,349.895982
10787.91707,100882.2343,345.099405
10789.25122,100881.724,340.307786
10790.60239,100881.2114,335.521185
10791.96766,100880.6977,330.738704
10793.32957,100880.19,325.954629
10794.6852,100879.6893,321.16802
10796.03455,100879.1958,316.378897
10797.37762,100878.7095,311.587277
10798.71572,100878.229,306.793673
10800.05687,100877.7471,302.001064
10801.40241,100877.2626,297.20995
10802.75232,100876.7754,292.420336
10804.10661,100876.2856,287.632227
10805.46635,100875.7931,282.845946
10806.83794,100875.2971,278.063404
10808.22244,100874.7975,273.284953
10809.61984,100874.2944,268.510632
10811.03012,100873.7877,263.740476
10812.45177,100873.2777,258.974062
10813.87578,100872.7649,254.208635
10814.92466,100872.3858,250.700664
10819.53955,100870.7016,235.281505
10821.01853,100870.1426,230.290281
10822.48102,100869.5717,225.295552
10785.48938,100883.1654,354.766757
10787.141,100882.4964,350.095095
10788.77324,100881.8273,345.416615
10790.38605,100881.1584,340.731396
10791.97941,100880.4895,336.039517
10793.55794,100879.82,331.342695
10795.14939,100879.1465,326.650833
10796.75839,100878.4682,321.965641
10798.38492,100877.7852,317.287187
10800.02893,100877.0975,312.615543
10801.68828,100876.4028,307.95036
10803.35008,100875.6873,303.289213
10805.01217,100874.9485,298.631783
10806.67451,100874.1866,293.978175
10808.33706,100873.4015,289.32849
10809.99997,100872.5966,284.682319
10811.66437,100871.7919,280.03665
10813.33044,100870.9907,275.390979
10814.99819,100870.193,270.745308
10816.66761,100869.3988,266.099639
10818.33832,100868.6059,261.454209
10819.36736,100868.1118,258.592484
10822.628,100866.5097,249.51984
10824.29411,100865.6697,244.881044
10825.79272,100864.9017,240.706915
10785.76092,100883.0788,354.852638
10787.77862,100882.2388,350.355612
10789.79082,100881.4019,345.855539
10791.7975,100880.5681,341.352427
10793.79867,100879.7375,336.846285
10795.7954,100878.91,332.337593
10797.79422,100878.086,327.829177
10799.79621,100877.2656,323.321513
10801.80138,100876.4489,318.814604
10803.80971,100875.6357,314.308455
10805.82155,100874.8255,309.803353
10807.83888,100874.0136,305.301
10809.86205,100873.1993,300.801688
10811.89104,100872.3827,296.305425
10813.92585,100871.5638,291.81222
10815.96752,100870.7441,287.322264
10818.02223,100869.9332,282.836667
10820.09101,100869.1328,278.355668
10821.91334,100868.4406,274.437269
10825.43577,100867.1365,266.93783
10827.55401,100866.365,262.474883
10829.68569,100865.5895,258.01904
10831.33623,100864.9897,254.59291
10786.44666,100882.4833,355.041792
10789.08534,100881.447,350.923128
10790.66584,100880.8232,348.45009
10802.32856,100876.159,330.119863
10826.52549,100866.6379,293.765103
10829.28972,100865.5755,289.736388
10832.05993,100864.5053,285.71388
10834.83611,100863.4272,281.6976
10837.61826,100862.3413,277.687571
10840.22259,100861.318,273.951187
10778.99433,100885.6029,355.848713
10775.86588,100886.7883,352.132851
10772.74809,100887.9463,348.399451
10769.64111,100889.0769,344.648685
10767.76545,100889.7481,342.369607
10789.87102,100898.0267,355.449373
10792.22985,100897.0868,351.142108
10793.76143,100896.479,348.330346
10831.02179,100882.3388,279.248059
10833.40901,100881.467,274.926732
10835.80492,100880.5967,270.609915
10838.21649,100879.7209,266.302968
10849.59897,100924.3632,256.98012
10847.67511,100925.2683,252.4547
10845.83475,100926.135,248.144073
